name;class;int;asym;n;m;t;tr;f1;pn;pm;pt;ptr;pf1;ptime;rootlb;rootub;rootgap;roots;proots;oroots;avgn;avgm;avgt;avgtr;avgf1;roottime;bbnodes;lb;ub;gap;d1;d2;ma;ms;ss;lc;nr;boundbased;heurtime;heurbbtime;timeBest;time;memout;p_supportg;p_heurbb;p_heureps;p_heurroots;p_heurbbtimelim;p_perturbheur;p_strongbounds;p_nodeselect;p_branchtype;p_guide;p_d1;p_d2;p_ma;p_ms;p_ss;p_lc;p_nr;p_boundbased
a2000RandGraph.1.5;random;0;0;2000;31670;2000;625;0;1524;20560;149;149;0;0.052;0.000000;1332.039035;100.000000;0;0;842225907;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1332.039035;100.000000;0;0;476;0;0;1938;0;0;0.017;0.000;0.118;0.134;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a2000RandGraph.2;random;0;0;2000;32124;2000;966;0;1110;9739;76;76;0;0.087;0.000000;1484.329233;100.000000;0;0;-484059994;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1484.329233;100.000000;0;0;890;0;0;2727;0;0;0.008;0.000;0.174;0.175;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a2000RandGraph.3;random;0;0;2000;31502;2000;1294;0;747;4134;41;41;0;0.068;0.000000;1669.667028;100.000000;0;0;12644384;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1669.667028;100.000000;0;0;1253;0;0;1726;0;0;0.005;0.000;0.109;0.113;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a3000RandGraph.1.2;random;0;0;3000;48090;3000;489;0;2783;46812;272;272;0;0.036;0.000000;1782.692218;100.000000;0;0;369710785;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1782.692218;100.000000;0;0;217;0;0;636;0;0;0.068;0.000;0.187;0.207;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a3000RandGraph.1.5;random;0;0;3000;47704;3000;994;0;2218;29378;212;212;0;0.108;0.000000;2030.386835;100.000000;0;0;-730900355;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;2030.386835;100.000000;0;0;782;0;0;2556;0;0;0.024;0.000;0.210;0.232;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a3000RandGraph.2;random;0;0;3000;48130;3000;1515;0;1599;14428;114;114;0;0.144;0.000000;2283.829948;100.000000;0;0;-1043986291;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;2283.829948;100.000000;0;0;1401;0;0;2932;0;0;0.012;0.000;0.249;0.258;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a3000RandGraph.3;random;0;0;3000;48052;3000;1992;0;1074;6068;66;66;0;0.144;0.000000;2537.274998;100.000000;0;0;-820235674;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;2537.274998;100.000000;0;0;1926;0;0;2296;0;0;0.008;0.000;0.250;0.251;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a4000RandGraph.1.2;random;0;0;4000;64174;4000;668;0;3708;62513;376;376;0;0.047;0.000000;2398.434265;100.000000;0;0;-116273355;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;2398.434265;100.000000;0;0;292;0;0;791;0;0;0.099;0.000;0.223;0.234;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a4000RandGraph.1.5;random;0;0;4000;64238;4000;1377;0;2897;37741;274;274;0;0.197;0.000000;2736.647808;100.000000;0;0;-1742725930;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;2736.647808;100.000000;0;0;1103;0;0;3317;0;0;0.030;0.000;0.293;0.319;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a4000RandGraph.2;random;0;0;4000;63760;4000;2039;0;2099;18448;138;138;0;0.261;0.000000;3073.167848;100.000000;0;0;-544808012;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;3073.167848;100.000000;0;0;1901;0;0;3560;0;0;0.017;0.000;0.360;0.369;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
